longitude,latitude,value
74.02227492832603,31.69996885576986,0
74.05312221964432,31.69996885576986,0
74.08396951096262,31.69996885576986,0
74.11481680228091,31.69996885576986,0
74.14566409359921,31.69996885576986,0
74.17651138491752,31.69996885576986,0
74.20735867623581,31.69996885576986,0
74.23820596755411,31.69996885576986,0
74.2690532588724,31.69996885576986,0
74.2999005501907,31.69996885576986,0
74.33074784150901,31.69996885576986,0
74.3615951328273,31.69996885576986,0
74.3924424241456,31.69996885576986,0
74.4232897154639,31.69996885576986,0
74.45413700678219,31.69996885576986,0
74.48498429810049,31.69996885576986,255
74.5158315894188,31.69996885576986,0
74.54667888073709,31.69996885576986,0
74.57752617205539,31.69996885576986,0
74.60837346337368,31.69996885576986,0
74.63922075469198,31.69996885576986,0
74.02227492832603,31.672960454178078,0
74.05312221964432,31.672960454178078,0
74.08396951096262,31.672960454178078,0
74.11481680228091,31.672960454178078,0
74.14566409359921,31.672960454178078,0
74.17651138491752,31.672960454178078,0
74.20735867623581,31.672960454178078,0
74.23820596755411,31.672960454178078,0
74.2690532588724,31.672960454178078,0
74.2999005501907,31.672960454178078,0
74.33074784150901,31.672960454178078,0
74.3615951328273,31.672960454178078,0
74.3924424241456,31.672960454178078,0
74.4232897154639,31.672960454178078,0
74.45413700678219,31.672960454178078,128
74.48498429810049,31.672960454178078,255
74.5158315894188,31.672960454178078,255
74.54667888073709,31.672960454178078,0
74.57752617205539,31.672960454178078,0
74.60837346337368,31.672960454178078,0
74.63922075469198,31.672960454178078,0
74.02227492832603,31.645952052586296,0
74.05312221964432,31.645952052586296,0
74.08396951096262,31.645952052586296,0
74.11481680228091,31.645952052586296,0
74.14566409359921,31.645952052586296,0
74.17651138491752,31.645952052586296,0
74.20735867623581,31.645952052586296,0
74.23820596755411,31.645952052586296,0
74.2690532588724,31.645952052586296,0
74.2999005501907,31.645952052586296,255
74.33074784150901,31.645952052586296,255
74.3615951328273,31.645952052586296,255
74.3924424241456,31.645952052586296,182
74.4232897154639,31.645952052586296,88
74.45413700678219,31.645952052586296,107
74.48498429810049,31.645952052586296,107
74.5158315894188,31.645952052586296,255
74.54667888073709,31.645952052586296,0
74.57752617205539,31.645952052586296,0
74.60837346337368,31.645952052586296,0
74.63922075469198,31.645952052586296,0
74.02227492832603,31.618943650994513,0
74.05312221964432,31.618943650994513,0
74.08396951096262,31.618943650994513,0
74.11481680228091,31.618943650994513,0
74.14566409359921,31.618943650994513,0
74.17651138491752,31.618943650994513,0
74.20735867623581,31.618943650994513,0
74.23820596755411,31.618943650994513,0
74.2690532588724,31.618943650994513,255
74.2999005501907,31.618943650994513,255
74.33074784150901,31.618943650994513,255
74.3615951328273,31.618943650994513,255
74.3924424241456,31.618943650994513,182
74.4232897154639,31.618943650994513,88
74.45413700678219,31.618943650994513,88
74.48498429810049,31.618943650994513,0
74.5158315894188,31.618943650994513,113
74.54667888073709,31.618943650994513,0
74.57752617205539,31.618943650994513,0
74.60837346337368,31.618943650994513,0
74.63922075469198,31.618943650994513,0
74.02227492832603,31.59193524940273,0
74.05312221964432,31.59193524940273,0
74.08396951096262,31.59193524940273,0
74.11481680228091,31.59193524940273,0
74.14566409359921,31.59193524940273,0
74.17651138491752,31.59193524940273,0
74.20735867623581,31.59193524940273,0
74.23820596755411,31.59193524940273,0
74.2690532588724,31.59193524940273,255
74.2999005501907,31.59193524940273,255
74.33074784150901,31.59193524940273,255
74.3615951328273,31.59193524940273,255
74.3924424241456,31.59193524940273,243
74.4232897154639,31.59193524940273,243
74.45413700678219,31.59193524940273,59
74.48498429810049,31.59193524940273,0
74.5158315894188,31.59193524940273,113
74.54667888073709,31.59193524940273,0
74.57752617205539,31.59193524940273,0
74.60837346337368,31.59193524940273,0
74.63922075469198,31.59193524940273,0
74.02227492832603,31.56492684781095,0
74.05312221964432,31.56492684781095,0
74.08396951096262,31.56492684781095,0
74.11481680228091,31.56492684781095,0
74.14566409359921,31.56492684781095,0
74.17651138491752,31.56492684781095,0
74.20735867623581,31.56492684781095,0
74.23820596755411,31.56492684781095,0
74.2690532588724,31.56492684781095,129
74.2999005501907,31.56492684781095,129
74.33074784150901,31.56492684781095,129
